product_name,price,description,rating,subTitle,Features
"HP Pavilion13 x360 s101Tu T0Y57PA T0Y57PA#ACJ Core i5, 6th Gen - (4 GB DDR3/1 TB HDD/Windows 10) Not",55498,"No Description",3.3,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph/ Touch) (3542541TB2BT)",49700,"No Description",4.2,NULL,NULL
"Asus X552EA-SX009D Laptop (APU Dual Core/ 2GB/ 500GB/ DOS)",18400,"No Description",3.0,NULL,NULL
"Lenovo G50-80 Notebook (5th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (80E501LRIN)",45760,"No Description",3.8,NULL,NULL
"Asus X102BA-DF039H Netbook (APU Dual Core A4/ 2GB/ 500GB/ Win8/Touch)",19490,"No Description",3.7,NULL,NULL
"HP Pavilion 15-p208tx Notebook (5th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (K8U20PA)",64192,"No Description",3.7,NULL,NULL
"Lenovo Miix-3 1030 80HV004SIN Intel Atom Quad Core - (2 GB DDR3/32 GB EMMC HDD/Windows 8.1) 2 in 1 L",23479,"No Description",0.0,NULL,NULL
"Asus X551MAV-SX262D X SX262D X551MAV Pentium Quad Core - (2 GB DDR3/500 GB HDD/Free DOS) Notebook",31899,"No Description",0.0,NULL,NULL
"Dell Inspiron 7000 7559 Y567501HIN9 Intel Core i5 (6th Gen) - (8 GB DDR3/1 TB HDD/Windows 10/4 GB Gr",83755,"No Description",3.2,NULL,NULL
"Alienware R2+ MLK 13 MLK Y569931HIN9 Core i5 (6th Gen) - (8 GB DDR3/500 GB HDD/Windows 10/2 GB Graph",100590,"No Description",1.0,NULL,NULL
"HP Pavilion 15-ab215TX N8L64PA Core i7 (6th Gen) - (8 GB DDR3/1 TB HDD/Windows 10/2 GB Graphics) Not",72989,"No Description",2.0,NULL,NULL
"Dell Vostro 15 3558 Y565502UIN9 Core i3 - (4 GB DDR3/500 GB HDD/Ubuntu) Notebook",26250,"No Description",0.0,NULL,NULL
"HP 4440s Probook D5J47PA Intel Core i5 - (2 GB DDR3/750 GB HDD/Free DOS)",31276,"No Description",0.0,NULL,NULL
"Acer Aspire V3 V3-574G NX.G1TSI.016 Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Windows 10/2 GB Graphics",40200,"No Description",3.0,NULL,NULL
"HP 15-ac054TU (NotebooK) (Celeron Dual Core/ 2GB/ 500GB/ Win8.1) (M9V72PA)",21200,"No Description",3.2,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (3542781TB2S1)",59500,"No Description",3.5,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu/ 2GB Graph)",30799,"No Description",3.1,NULL,NULL
"Asus A555LA A Series XX1755D 90NB0655-M26620 Core i3 (4th Gen) - (4 GB DDR3/1 TB HDD/Free DOS) Noteb",26895,"No Description",0.0,NULL,NULL
"Alienware 15 MLK R2 Y569951HIN9 Intel Core i5 (6th Gen) - (8 GB DDR4/1 TB HDD/Windows 10/2 GB Graphi",114990,"No Description",5.0,NULL,NULL
"Asus F550CC-CJ979H Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 2GB Graph/ Touch) (90NB00W9-M21400)",25193,"No Description",3.9,NULL,NULL
"Asus A555LA-XX2036D 90NB0651-M31790 Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Free DOS) Notebook",25990,"No Description",0.0,NULL,NULL
"HP Stream 11-d023tu (L2Z29PA) Notebook (CDC/ 2GB/ 32 GB EMMC/ Win8.1) (3G Enabled)",16989,"No Description",3.6,NULL,NULL
"Sony VAIO Fit 15 SVF15A13SNB Laptop (3rd Gen Ci5/ 4GB/ 750GB/ Win8/ 2GB Graph/ Touch)",67390,"No Description",3.3,NULL,NULL
"Acer Aspire E E5-573 NX.MVHSI.028 Core i3 (5th Gen) - (4 GB DDR3/500 GB HDD/Windows 8.1) Notebook",31999,"No Description",0.0,NULL,NULL
"Lenovo Ideapad G50-70 (59-417110) Notebook (4th Gen Ci3/ 2GB/ 1TB/ Free DOS/ 2GB Graph)",23261,"No Description",3.8,NULL,NULL
"Lenovo ThinkPad E431(62771Q5) Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win7)",48617,"No Description",3.0,NULL,NULL
"Asus T200TA 2 in 1 Laptop (1st Gen Atom Quad Core/ 2GB/ 500GB/ Win8.1/ Touch) (T200TA-CP004H)",32980,"No Description",3.8,NULL,NULL
"Asus X553MA-XX516D X Series X553MA XX516D Celeron Quad Core - (2 GB DDR3/500 GB HDD) Notebook",19499,"No Description",3.2,NULL,NULL
"Acer Aspire E E5-573 NX.MVHSI.044 Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Windows 10) Notebook",29990,"No Description",3.0,NULL,NULL
"Alienware 17 MLK R2 Y569972HIN9 Core i7 (6th Gen) - (16 GB DDR4/1 TB HDD/Windows 10/4 GB Graphics) N",186890,"No Description",0.0,NULL,NULL
"Dell Inspiron 5558 (Notebook) (Core i5 5th Gen/ 4GB/ 1TB/ Win8.1) (5558541TBiB)",46303,"No Description",3.0,NULL,NULL
"HP Pavilion 15 AC636tu (T9G23PA) Core i3, 5th Gen - (4 GB DDR3/1 TB HDD/Windows 10 Home/128 MB Graph",36989,"No Description",0.0,NULL,NULL
"HP envy15 X360 w102tx (T5Q56PA) Core i5, 6th Gen - (8 GB DDR3/1 TB HDD/Windows 10 Home/2 GB Graphics",74489,"No Description",0.0,NULL,NULL
"Lenovo Ideapad 100 IP 100- 15IBD 80QQ001XIH Core i3 - (4 GB DDR3/500 GB HDD/Free DOS) Notebook",25645,"No Description",0.0,NULL,NULL
"HP 250 G3 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Free DOS/ 1GB Graph) (J7V53PA)",29928,"No Description",0.0,NULL,NULL
"Apple Imac MK142HN/A MK142HN/A Intel - (8 GB DDR4/1 TB HDD/Apple OS) Hybrid",89800,"No Description",0.0,NULL,NULL
"Asus F450CA-WX287P Notebook (3rd Gen Ci3/ 2GB/ 500GB/ Win8.1) (90NB0271-M04670)",27950,"No Description",3.9,NULL,NULL
"Asus A555LA A Series XX2064T 90NB0652-M32380 Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Windows 10) Not",32090,"No Description",0.0,NULL,NULL
"Asus A555LA A Series XX1560T 90NB0651-M27560 Core i3 (4th Gen) - (4 GB DDR3/1 TB HDD/Windows 10) Not",32900,"No Description",0.0,NULL,NULL
"Asus G551JX-DM036H ROG Series G551JX-DM036H DM036H Core i7 - (16 GB DDR3/1 TB HDD/2 GB Graphics) Not",87500,"No Description",4.6,NULL,NULL
"Acer Aspire ES ES1-521 NX.G2KSI.009 APU Quad Core A8 - (6 GB DDR3/1 TB HDD/Linux) Notebook",24710,"No Description",5.0,NULL,NULL
"HP 15-ac124tx (Notebook) (Core i5 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graph) (N8M29PA)",43689,"No Description",3.0,NULL,NULL
"Lenovo G50-80 Notebook (Core i3 4th Gen/ 4GB/ 1TB/ Free DOS/ 2GB Graph) (80L0006HIN)",30499,"No Description",3.8,NULL,NULL
"Lenovo U41 U Series U41-70 80JV00CDIN Core i7 (5th Gen) - (4 GB DDR3/1 TB HDD/Windows 8.1/2 GB Graph",58990,"No Description",4.0,NULL,NULL
"Lenovo Y50-70 59-445565 Core i7-4710HQ 2.5G - (8 GB DDR3/1 TB HDD/Windows 10 Home/4 GB Graphics) Ult",87650,"No Description",3.4,NULL,NULL
"HP Star Wars Special Edition Pavilion 15 an003tx T0Z03PA Intel Core i5 (6th Gen) - (8 GB DDR3/1 TB H",63000,"No Description",4.0,NULL,NULL
"Lenovo G50-45 Notebook (APU Dual Core E1/ 2GB/ 500GB/ Win8.1) (803005RIN)",21960,"No Description",1.0,NULL,NULL
"Asus X550CA (XX545D) Notebook (3rd Gen Ci3/ 2GB/ 500GB/ Free DOS)",27475,"No Description",4.8,NULL,NULL
"Acer Aspire E Series E5-573 Nx.Mvhsi.029 CORE I3- 4005U - (4 GB DDR3/500 GB HDD/Linux/Ubuntu) Notebo",26599,"No Description",0.0,NULL,NULL
"Dell Vostro 3546 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu/ 2GB Graph) (3546345002GU)",34300,"No Description",4.1,NULL,NULL
"Lenovo G50-45 Notebook (APU Dual Core E1/ 2GB/ 500GB/ Win8.1) (80E3019EIH)",21975,"No Description",3.8,NULL,NULL
"Lenovo Y50 70 i7 Y Series Y50 70 20378 4th Gen - (8 GB DDR3/1 TB HDD/Windows 8.1/4 GB Graphics) Ultr",85450,"No Description",3.0,NULL,NULL
"Lenovo Essential G510 (59-398438) Laptop (4th Gen Ci3/ 4GB/ 500GB/ DOS/ 2GB Graph)",32800,"No Description",4.2,NULL,NULL
"Dell Inspiron 3148 (Intel 2-in-1 Laptop) (Core i3 4th Gen/ 4GB/ 500GB/ Win8.1/ Touch) (314834500iST1",39900,"No Description",4.7,NULL,NULL
"Lenovo HD E E450 4005U i3 - (4 GB DDR3/500 GB HDD/Windows 8.1) Notebook",48990,"No Description",0.0,NULL,NULL
"Acer Aspire E1-570 Notebook (3rd Gen Ci3/ 2GB/ 500GB/ Linux) (NX.MEPSI.001)",27800,"No Description",3.9,NULL,NULL
"Lenovo G405(59-415701) G G405 59-415701 APU Quad Core A4 - (2 GB DDR3/500 GB HDD/Free DOS/256 MB Gra",20200,"No Description",3.6,NULL,NULL
"MSI GT72 2QD Dominator Laptop (4th Gen Ci7/ 8GB/ 1TB/ Win8.1)",179699,"No Description",5.0,NULL,NULL
"Lenovo Lenovo-TP-WIG ThinkPad E450-WIG 20DDA02WIG Core i5 - (4 GB DDR3/500 GB HDD/Free DOS/2 GB Grap",44990,"No Description",0.0,NULL,NULL
"Lenovo B B 50-80 4005U core i3 (4th gen ) - (4 GB DDR3/500 GB HDD/Free DOS) Notebook",27359,"No Description",0.0,NULL,NULL
"Acer Aspire E E1-570G Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Windows 8/ 2GB Graph) (NX.MESSI.002)",36500,"No Description",0.0,NULL,NULL
"Asus A555LF A555L series A555LF-XX232D A555L 90NB08H4-M03430 Core i3 (4th Gen) - (4 GB DDR3/1 TB HDD",30990,"No Description",0.0,NULL,NULL
"Asus TP300LD-C4048H Transformer Flip Touch Series TP300LD C4048H Core i5 - (4 GB DDR3/1 TB HDD/2 GB ",44900,"No Description",4.0,NULL,NULL
"Lenovo Flex 10 59-439199 (Notebook) (Celeron Dual Core/ 2GB/ 500GB/ Win8.1/ Touch) (59-439199)",21000,"No Description",4.0,NULL,NULL
"Dell Vostro 3446 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (3446345002G1)",37900,"No Description",0.0,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (3542341TBiS)",35490,"No Description",3.5,NULL,NULL
"Lenovo Yoga 300-11iby 2-in-1 Laptop (Pentium Quad Core/ 4GB/ 500GB/ Win 10 Home/ Intel HD Graphics) ",30499,"No Description",3.7,NULL,NULL
"Lenovo Yoga 300-11iby 2-in-1 Laptop (Pentium Quad Core/ 4GB/ 500GB/ Win 10 Home/ Intel HD Graphics) ",30499,"No Description",0.0,NULL,NULL
"Dell Inspiron 3443 (Notebook) (Core i7 5th Gen/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (3443745002B)",55898,"No Description",2.0,NULL,NULL
"Asus A555LF-XX262T(A555L) A555L A555LF-XX262TA555L 90NB08H1-M04040 Core i3 (5th Gen) - (4 GB DDR3/1 ",38390,"No Description",0.0,NULL,NULL
"Dell Inspiron 15 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph)",37999,"No Description",4.2,NULL,NULL
"Acer ES1-131-C22T ASPIRE ES11 NX.MYKSI.006 NX.MYKSI.006 Celeron Dual Core - (2 GB DDR3/500 GB HDD/Wi",18295,"No Description",0.0,NULL,NULL
"MSI Dominator Pro GT72 2QE GTX 980M Core i7 (4th Gen) - (8 GB DDR3/1 TB HDD/Windows 8.1/8 GB Graphic",200129,"No Description",4.6,NULL,NULL
"Asus XX1561T A555L A555LA-XX1561TA555L 90NB0651-M27550 Core i3 (4th Gen) - (4 GB DDR3/1 TB HDD/Windo",33999,"No Description",0.0,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Ubuntu) (3542341TBiSU)",29990,"No Description",2.6,NULL,NULL
"Dell Inspiron 5548 (Notebook) (Core i7 5th Gen/ 8GB/ 1TB/ Win8.1/ 4GB Graph/ Touch) (5548781TB4S3DT)",69099,"No Description",4.0,NULL,NULL
"Lenovo Thinkpad X Series X250 20CLA0EBIG 20CLA0EBIG Core i5 - (4 GB DDR3/1 TB HDD/Windows 8 Pro) Not",79990,"No Description",0.0,NULL,NULL
"Asus X552CL-SX019D Laptop (3rd Gen Ci3/ 4GB/ 500GB/ DOS/ 1GB Graph)",27700,"No Description",3.8,NULL,NULL
"Asus KX645D X200M X200MA-KX645DX200M 90NB04U3-M19830 Intel N2840-BGA Celeron Dual Core 4th Gen - (2 ",17190,"No Description",0.0,NULL,NULL
"Asus A555LA A Series XX1909D 90NB0652-M29360 Core i3 (4th Gen) - (4 GB DDR3/1 TB HDD/Free DOS) Noteb",26300,"No Description",0.0,NULL,NULL
"Asus UX305LA ZEN BOOK SERIES FC006T 90NB08T1-M02830 Core i5 (5th Gen) - (8 GB DDR3/256 GB HDD/Window",65499,"No Description",0.0,NULL,NULL
"Asus X Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 1GB Graph) (X552CL-SX019H)",33599,"No Description",0.0,NULL,NULL
"Acer Aspire E5-573 E5-573 NX.MVHSI.047 Core I3 (5th Gen) - (4 GB DDR3/500 GB HDD/Linux) Notebook",25290,"No Description",3.0,NULL,NULL
"Acer E5-573 Aspire E5-573/NX.MVHSI.027 NX.MVHSI.027 Core i3 - (4 GB DDR3/1 TB HDD/Linux/Ubuntu) Note",28200,"No Description",2.3,NULL,NULL
"Dell Inspiron 7548 (Notebook) (Core i5 5th Gen/ 8GB/ 1TB/ Win8.1/ 4GB Graph/ Touch) (7548581TB4ST)",69689,"No Description",5.0,NULL,NULL
"Dell Inspiron 15 3542 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph)",59990,"No Description",4.8,NULL,NULL
"Asus UX305FA-FC008T 90NB06X1-M11270 Intel Dual Core - (4 GB DDR3/Windows 10) Notebook",49980,"No Description",0.0,NULL,NULL
"Lenovo B4070 B Series 59-433780 59-433780 Core i3 - (4 GB DDR3/500 GB HDD) Notebook",30989,"No Description",2.0,NULL,NULL
"Lenovo B4080 B Series B4080 B4080 80F60002IH PDC (4th Gen) - (2 GB DDR3/500 GB HDD/Windows 8) Notebo",24671,"No Description",0.0,NULL,NULL
"HP Pro Book G2 Series 430G2 K3B47PA Core i7 - (4 GB DDR3/500 GB HDD) Notebook",67900,"No Description",0.0,NULL,NULL
"HP 240 G3 Series 240 L9S60PA Core i3 - (4 GB DDR3/500 GB HDD) Notebook",28750,"No Description",1.4,NULL,NULL
"HP Envy13 d014Tu (P4Y42PA) Core i7 6th Gen - (8 GB DDR3/256 MB SSD HDD/Windows 10) Notebook",74849,"No Description",5.0,NULL,NULL
"Lenovo B B4080 80F60006IH Core i5 (5th Gen) - (4 GB DDR3/500 GB HDD/Free DOS) Notebook",37939,"No Description",4.0,NULL,NULL
"Lenovo B40 70 Notebook (4th Gen PDC/ 2GB/ 500GB/ Win8.1) (59-430738)",24990,"No Description",4.5,NULL,NULL
"Lenovo B40 70 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Free DOS) (59-430742)",39984,"No Description",0.0,NULL,NULL
"Fujitsu Lifebook A Series A514 LifebookA514 Core i3 - (8 GB DDR3/500 GB HDD/Free DOS) Notebook",24490,"No Description",3.0,NULL,NULL
"Dell Inspiron 5000 5558 5558i581t4gbW8SilM Core i5 - (8 GB DDR3/1 TB HDD/Windows 8.1/4 GB Graphics) ",59259,"No Description",3.5,NULL,NULL
"Lenovo B B5080 80LT0034IH Core i3 (4th Gen) - (4 GB DDR3/500 GB HDD/Free DOS) Notebook",27089,"No Description",0.0,NULL,NULL
"HP Envy 14 j008TX (N1W05PA) Intel Core i7, 5th Gen. - (12 GB DDR3/1 TB HDD/Windows 8.1/4 GB Graphics",83989,"No Description",0.0,NULL,NULL
"Asus S200E-CT162H S CT162H Pentium Dual Core - (4 GB DDR3/500 GB HDD/Windows 8)",29500,"No Description",3.0,NULL,NULL
"Dell 3543 Inspiron 3543 3543 Intel Core i7 - (8 GB DDR3/1 TB HDD/2 GB Graphics) Notebook",62490,"No Description",4.7,NULL,NULL
"Asus X550LC-XX325D X X550LC X550LC-XX325D Intel Core i5 - (4 GB DDR3/750 GB HDD/Free DOS/2 GB Graphi",41990,"No Description",4.1,NULL,NULL
"Asus 1147 D N Series A553MA-XX1147D Asus-A553MA-XX1147D PQC 4th Gen - (4 GB DDR3/500 GB HDD/Free DOS",23500,"No Description",0.0,NULL,NULL
"Asus K555LJ K Series K555LJ-XX135D 90NB08IA-M01700 Core i7 (5th Gen) - (8 GB DDR3/1 TB HDD/Free DOS/",54999,"No Description",4.0,NULL,NULL
"Asus X555LA X Series XX971H 90NB0652-M14500 Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Windows 8.1) Not",32400,"No Description",0.0,NULL,NULL
"Asus A555LF-XX191T 90NB08H1-M02550 Core i3 (4th Gen) - (8 GB DDR3/1 TB HDD/Windows 10/2 GB Graphics)",39990,"Your search for a laptop that can handle both work and play ends here. Powered by a 4th Generation i3 processor, this laptop lets you multitask seamlessly.",3.0,NULL,NULL
"Asus A555LF-XX191T 90NB08H1-M02550 Core i3 (4th Gen) - (8 GB DDR3/1 TB HDD/Windows 10/2 GB Graphics)",39990,"No Description",3.0,NULL,NULL
"HP Pavilion 15-p017TU Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (J2C44PA)",36890,"No Description",3.8,NULL,NULL
"Dell Inspiron 15 3551 850703121 Pentium Quad Core - (2 GB DDR3/500 GB HDD) Notebook",19495,"No Description",4.5,NULL,NULL
"Asus A555LA A555L A555LA-XX2064T 90NB0652-M32380 Intel Core i3-5010U Processor - (4 GB DDR3/1 TB HDD",30439,"No Description",0.0,NULL,NULL
"Lenovo G50-70 59-417092 Notebook (4th Gen Ci3/ 2GB/ 500GB/ Win8.1)",34000,"No Description",3.4,NULL,NULL
"HP ProBook G2 Series 440G2 J8T88PT Core i5 - (4 GB DDR3/500 GB HDD/Windows 8 Pro) Notebook",54188,"No Description",3.6,NULL,NULL
"Acer Aspire E E1-570 Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Linux) (NX.MHASI.001)",32000,"No Description",2.2,NULL,NULL
"HP Pro Book G2 Series 440G2 J8T89PT Core i5 - (4 GB DDR3/500 GB HDD) Notebook",40999,"No Description",2.0,NULL,NULL
"Dell Inspiron 15 5558 5558541TB2BT Intel Core i5 (5th Gen) - (4 GB DDR3/1 TB HDD/Windows 8.1/2 GB Gr",51090,"No Description",0.0,NULL,NULL
"Dell Inspiron 15 5558 5558541TB2BT Intel Core i5 (5th Gen) - (4 GB DDR3/1 TB HDD/Windows 8.1/2 GB Gr",51090,"Packing a responsive touch display and a powerful processor, the Dell Inspiron 5558 makes everyday computing a delightful experience.",0.0,NULL,NULL
"HP 15-ac077TX Notebook (Core i5 5th Gen/ 4GB/ 1TB/ 2GB Graph/ Win8.1) (N4F86PA)",47700,"No Description",0.0,NULL,NULL
"Lenovo ThinkPad Ultraportable X240 (Notebook) (Core i3 4th Gen/ 4GB/ 500GB/ DOS/ 2GB Graph) (20AMA1X",44990,"No Description",3.0,NULL,NULL
"HP 14-j007TX (Notebook) (Core i5 5th Gen/ 8GB/ 1TB/ Win8.1/ 4Gb Graph) (N1W04PA)",74000,"No Description",5.0,NULL,NULL
"Lenovo G Series G50-80 80L000HRIN Core i3 (4th Gen) - (4 GB DDR3/1 TB HDD/Free DOS) Notebook",26995,"No Description",3.7,NULL,NULL
"HP 14-j008TX (Notebook) (Core i7 5th Gen/ 8GB/ 1TB/ Win8.1/ 4Gb Graph) (N1W05PA)",83498,"No Description",0.0,NULL,NULL
"HP Pavilion 15-p275tx Notebook (5th Gen Ci3/ 8GB/ 1TB/ Win8.1/ 2Gb Graph) (L2Z04PA)",45500,"No Description",4.7,NULL,NULL
"Dell Inspiron 5000 5558 5558i581t2gbW8BluM Core i5 - (8 GB DDR3/1 TB HDD/Windows 8.1/2 GB Graphics) ",54099,"No Description",4.3,NULL,NULL
"Lenovo Yoga 2 (Intel 2-in-1 Laptop) (4th Gen Ci5/ 4GB/ 500GB/ Win8.1/ Touch) (59-428504)",54500,"Experience the best of convertible personal computing with this Lenovo Yoga 2 13 Notebook .",3.5,NULL,NULL
"Dell Vostro 3558 3558 V3558i34500W Intel Core i3 4th Gen - (4 GB DDR3/500 GB HDD/Windows 8.1) Notebo",31000,"No Description",0.0,NULL,NULL
"HP Pavilion 15 AB 205TX (N8L46PA) Core i5, 5th Gen - (4 GB DDR3/1 TB HDD/Windows 10 Home/2 GB Graphi",52889,"No Description",5.0,NULL,NULL
"Asus X552CL-XX220D X Series X552CL XX220D Core i3 - (4 GB DDR3/500 GB HDD/1 GB Graphics) Notebook",25990,"No Description",0.0,NULL,NULL
"HP Elite Book 840G2 840G2 ELITE BOOK 840G2 NOC56PA Core I5 ( 5th Gen ) - (4 GB DDR3/500 GB HDD/Windo",81000,"No Description",4.0,NULL,NULL
"Dell Inspiron 5559 5559i541tbw10BG Y566505HIN9BG Intel Core i5 (6th Gen) - (4 GB DDR3/1 TB HDD/Windo",49900,"No Description",0.0,NULL,NULL
"Acer Aspire E5-571 Notebook (4th Gen Ci3/ 2GB/ 500GB/ Linux) (NX.ML8SI.005)",26500,"No Description",3.3,NULL,NULL
"Acer S1001 (Intel 2-in-1 Laptop) (Atom Quad Core/ 1GB/ 500GB/ Win8.1/ Touch) (NT.MUPSI.003)",21000,"No Description",2.7,NULL,NULL
"Dell Inspiron 5559 5559i581tb2gbw10BM Y566509HIN9BM Intel Core i5 (6th Gen) - (8 GB DDR3/1 TB HDD/Wi",55650,"No Description",0.0,NULL,NULL
"HP 248 G1 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Free DOS) (G3J88PA)",30999,"No Description",4.0,NULL,NULL
"Dell Inspiron 5000 Series 5558 X560578IN9 WG Core i3 (5th Gen) - (4 GB DDR3/500 GB HDD/Ubuntu) Noteb",33400,"No Description",4.0,NULL,NULL
"Acer Aspire ES1 ES1-512 UN.MRWSI.006 Pentium Quad Core - (2 GB DDR3/500 GB HDD/Windows 8.1) Notebook",24300,"No Description",3.0,NULL,NULL
"Lenovo G50-80 (80E5021XIN) G Series G50-80 80E5021XIN Core i5 - (4 GB DDR3/1 TB HDD/Free DOS/2 GB Gr",41932,"
	With its 4 GB DDR3 RAM and 2 GB Dedicated graphics RAM, the Lenovo G50-80 Notebook packs a punch that will take gamers and other power-users on a journey they soon wont forget. Whether youre a gamer, coder, graphic designer or an everyday user who just wants to have fun, this is the laptop for you.",3.2,NULL,NULL
"Acer Aspire E5-571 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (NX.ML8SI.008)",31880,"No Description",1.0,NULL,NULL
"Dell Inspiron 5459 5459i581tb2gbw10BG Y566503HIN9BG Core i5 (6th Gen) - (8 GB DDR3/1 TB HDD/Windows ",NULL,"No Description",0.0,NULL,NULL
"Dell Inspiron 3543 3543581TB2S Core i5 - (8 GB DDR3/1 TB HDD/Windows 8/2 GB Graphics) Notebook",48900,"No Description",1.0,NULL,NULL
"HP HP245 HP245-G4 HP245-G4-N5P86PA N5P86PA 1.4 GHz - (4 GB DDR3/500 GB HDD/Free DOS) Notebook",19880,"No Description",0.0,NULL,NULL
"Dell Inspiron 5000 Series 5558 X560578IN9 BM Core i3 (5th Gen) - (4 GB DDR3/500 GB HDD/Ubuntu) Noteb",34200,"No Description",1.0,NULL,NULL
"Lenovo G50-70 (Notebook) (Core i3 4th Gen/ 4GB/ 1TB/ Win8.1) (59-422423)",33050,"No Description",3.6,NULL,NULL
"HP 15-ac053TU (NotebooK) (Pentium Dual Core/ 2GB/ 500GB/ Win8.1) (M9V71PA)",25000,"No Description",3.0,NULL,NULL
"Apple MacBook MK4N2HN/A (Notebook) (CPU Core M-5Y10/ 8GB/ 512GB/ Mac OS X Yosemite)",99900,"No Description",0.0,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph)",49900,"No Description",3.8,NULL,NULL
"Dell Inspiron 15 7537 Laptop (4th Gen Ci5/ 6GB/ 500GB/ Win8/ 2GB Graph/ Touch)",59500,"No Description",4.6,NULL,NULL
"Dell 5548 Inspiron (Notebook) (Core i5 5th Gen/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (5548581TB2S)",55840,"No Description",3.9,NULL,NULL
"HP 15-ac126TX N8M31PA#ACJ Intel Core i5 Mobile Processor - (8 GB DDR3/1 TB HDD/Windows 10/2 GB Graph",49599,"No Description",3.7,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph)",38290,"No Description",3.2,NULL,NULL
"HP envy15 X-360 w101tx (T5Q54PA) Core i7, 6th Gen - (8 GB DDR3/1 TB HDD/Windows 10 Home/2 GB Graphic",84259,"No Description",0.0,NULL,NULL
"HP 240 G4 T9H21PA Intel Core i5 (6th Gen) - (4 GB DDR3/500 GB HDD/Windows 10) Notebook",45400,"No Description",0.0,NULL,NULL
"Asus F200MA-KX223H F F200MA F200MA-KX223H Celeron Dual Core - (2 GB DDR3/500 GB HDD/Windows 8) Noteb",21200,"No Description",0.0,NULL,NULL
"Lenovo Thinkpad L Series L440 20AS-A1QQIG Core i5 - (4 GB DDR3/500 GB HDD) Notebook",55990,"No Description",4.6,NULL,NULL
"Lenovo Y50-70 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 4GB Graph) (59-431090)",85990,"Indulge in extreme gaming with the Lenovo Y50-70 Notebook that is power-loaded and equipped to handle graphic-intensive games and applications.",4.4,NULL,NULL
"Gateway Acer NE411 PQC NE411 NX.Y4WSI.001 Pentium Quad Core 1st Gen - (2 GB DDR3/500 GB HDD/Linux) N",22100,"No Description",0.0,NULL,NULL
"Lenovo Thinkpad E431 Notebook (3rd Gen Ci7/ 4GB/ 500GB/ Win8/ 2GB Graph/ Touch)",49990,"No Description",3.2,NULL,NULL
"Asus Bing X553MA X553MA-BING-XX288B 90NB04X1-M05160 Pentium Quad Core - (2 GB DDR3/500 GB HDD) Noteb",22000,"No Description",0.0,NULL,NULL
